編號,縣市別,診所名稱,順天堂,莊松榮,立康(康福顆粒),勝昌,勸奉堂,華佗,天一,漢聖,天明,科達,富田,仙豐,更新時間,公費清冠一號,自費清冠一號,星期日特約門診,診療長新冠症狀,是否提供公費,電話,地址,,,,,,,,,,,
423,新北市,元慶中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,02-29491011,新北市中和區保健路27之4號,,,,,,,,,,,
424,新北市,慈恩中醫診所(三峽),0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,02-86713371,新北市三峽區文化路70號,,,,,,,,,,,
425,新北市,鴻林中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,02-89539118,新北市板橋區成都街37號一摟,,,,,,,,,,,
426,新北市,新昌中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,02-82879885,新北市板橋區府中路24號2樓,,,,,,,,,,,
427,新北市,佑康中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,02-89706246,新北市樹林區學成路478號1樓,,,,,,,,,,,
428,新北市,林口真如中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,02-26083832,新北市林口區文化三路一段571號,,,,,,,,,,,
429,新北市,得康中醫,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,02-22885114,新北市蘆洲區中原路41號1樓,,,,,,,,,,,
430,新北市,杏林中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,02-22219035,新北市中和區自治街12號,,,,,,,,,,,
431,新北市,樹林建全中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,02-86843849,新北市樹林區中華路122號1樓,,,,,,,,,,,
432,新北市,華星中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,02-29432288,新北市中和區興南路一段161號,,,,,,,,,,,
433,新北市,淡水馬偕紀念醫院,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,02-2809-4661,新北市淡水區民生路45號,,,,,,,,,,,
434,桃園市,厚德堂中醫診所,90,0,0,0,0,100,20,0,0,0,0,0,2023-02-09 12:34:15,是,是,,是,是,03-3664488,桃園市八德區介壽路964號,,,,,,,,,,,
435,桃園市,楊梅大成風澤中醫診所,51,0,0,,0,0,0,0,29,0,0,0,2023-02-09 09:42:41,是,是,,是,是,03-271-3303,桃園市楊梅區大成路56號,,,,,,,,,,,
436,桃園市,桃鶯風澤中醫診所,72,0,,0,0,0,,0,109,0,,0,2023-02-09 09:42:10,是,是,,是,是,03-271-9766,桃園市桃園區大豐路96號,,,,,,,,,,,
437,桃園市,青溪風澤中醫診所,16,1,0,0,0,,0,0,50,0,0,0,2023-02-09 09:41:46,是,是,,是,是,03-271-9711,桃園市桃園區中山東路105號,,,,,,,,,,,
438,桃園市,龜山文學風澤中醫診所,66,1,0,0,,0,0,,102,0,,0,2023-02-09 09:41:22,是,是,,是,是,03-3270115,桃園市龜山區文學路255號,,,,,,,,,,,
439,桃園市,青埔風澤中醫診所,102,0,0,0,,,0,0,79,0,0,,2023-02-09 09:40:47,是,是,是,是,是,03-2871706,桃園市大園區公園路一段80號,,,,,,,,,,,
440,桃園市,龍安風澤中醫診所,45,0,0,0,0,,0,0,120,0,0,,2023-02-09 09:40:25,是,是,是,是,是,03-3691920,桃園市桃園區龍安街157號1樓,,,,,,,,,,,
441,桃園市,站前內壢風澤中醫診所,13,1,0,0,0,0,0,0,,0,,0,2023-02-09 09:39:59,是,是,是,是,是,03-4556246,桃園市中壢區福德路15號,,,,,,,,,,,
442,桃園市,藝文風澤中醫診所,34,0,0,,0,0,0,0,93,0,,0,2023-02-09 09:39:28,是,是,是,是,是,03-3558185,桃園市桃園區中正路1126號,,,,,,,,,,,
443,桃園市,龜山風澤中醫診所,78,0,0,0,,0,0,0,1,,0,0,2023-02-09 09:38:43,是,是,是,是,是,03-3500338,桃園市龜山區萬壽路二段982號,,,,,,,,,,,
444,桃園市,大業風澤中醫診所,60,0,,,0,0,0,0,,0,0,0,2023-02-09 09:38:17,是,是,是,是,是,03-3581311,桃園市桃園區大業路一段428號1樓,,,,,,,,,,,
445,桃園市,楊梅風澤中醫診所,139,0,0,,0,0,,0,79,0,,0,2023-02-09 09:37:48,是,是,是,是,是,03-485500,桃園市楊梅區大成路106號,,,,,,,,,,,
446,桃園市,平鎮風澤中醫診所,35,0,0,0,,0,0,0,132,0,,0,2023-02-09 09:36:54,是,是,是,是,是,03-2810897,桃園市平鎮區延平路二段65號,,,,,,,,,,,
447,桃園市,八德風澤中醫診所,102,0,,0,0,0,,0,93,0,,0,2023-02-09 09:36:25,是,是,是,是,是,03-3668732,桃園市八德區福國北路100號,,,,,,,,,,,
448,桃園市,忠貞中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-09 09:36:14,,,,,是,03-4603600,桃園市平鎮區龍南路298號1樓,,,,,,,,,,,
449,桃園市,埔心風澤中醫診所,84,0,0,0,,0,0,0,166,0,,0,2023-02-09 09:36:02,是,是,是,是,是,03-4826520,桃園市楊梅區永美路334號,,,,,,,,,,,
450,桃園市,蘆山風澤中醫診所,57,0,0,0,0,,0,0,130,0,,0,2023-02-09 09:35:36,是,是,是,是,是,03-3224818,桃園市蘆竹區中山路56-1號,,,,,,,,,,,
451,桃園市,中壢風澤中醫診所,91,2,0,0,,0,,0,119,0,,0,2023-02-09 09:35:09,是,是,是,是,是,03-4256375,桃園市中壢區延平路517號,,,,,,,,,,,
452,桃園市,寶山風澤中醫診所,25,0,,0,0,0,0,0,109,0,0,0,2023-02-09 09:34:44,是,是,是,是,是,03-3581162,桃園市桃園區寶山街207號,,,,,,,,,,,
453,桃園市,南崁風澤中醫診所,74,1,0,0,,0,,0,20,0,,0,2023-02-09 09:34:16,是,是,是,是,是,03-2128002,桃園市蘆竹區中正路355號,,,,,,,,,,,
454,桃園市,大竹風澤中醫診所,69,0,0,,,0,0,0,202,0,,0,2023-02-09 09:33:43,是,是,是,是,是,03-3230883,桃園市蘆竹區大竹路426-5號,,,,,,,,,,,
455,桃園市,內壢風澤中醫診所,55,0,,0,0,0,0,0,128,,0,0,2023-02-09 09:33:19,是,是,是,是,是,03-4556672,桃園市中壢區環中東路149號,,,,,,,,,,,
456,桃園市,風澤中醫診所,138,1,0,0,,0,0,,149,0,0,,2023-02-09 09:29:50,是,是,是,是,是,03-3352262,桃園市桃園區中山路428號1樓,,,,,,,,,,,
457,桃園市,億軒中醫診所,0,0,0,0,0,60,0,0,250,0,0,0,2023-02-09 09:26:21,是,是,是,是,是,03-4551145,桃園市中壢區環北路351號,,,,,,,,,,,
458,桃園市,安康中醫診所,13,0,0,0,0,19,0,0,0,0,0,0,2023-02-09 08:46:07,是,是,是,是,是,03-3227976,桃園市蘆竹區南順七街27號,,,,,,,,,,,
459,桃園市,中壢同慶中醫診所,0,0,0,120,0,0,15,30,0,0,0,0,2023-02-09 08:36:32,是,是,,是,是,03-4933888*52,桃園市中壢區中正路357號1至3樓,,,,,,,,,,,
460,桃園市,廣和中醫診所,0,0,0,0,0,40,0,0,0,0,0,0,2023-02-09 08:18:25,是,是,是,是,是,03-3391811,桃園市桃園區永安路300號,,,,,,,,,,,
461,桃園市,廣仁堂中醫診所,0,0,0,0,0,40,0,0,0,0,0,0,2023-02-09 08:17:22,是,是,是,是,是,03-3617566,桃園市八德區和平路11號,,,,,,,,,,,
462,桃園市,咏敬中醫診所,5,25,15,55,35,15,16,50,55,0,85,0,2023-02-09 00:48:08,是,是,,是,是,03-332-2377,桃園市桃園區信光路87號,,,,,,,,,,,
463,桃園市,馨田中醫診所,0,0,0,0,10,15,0,0,15,0,0,0,2023-02-09 11:33:36,是,是,,是,是,03-2288361,桃園市桃園區泰昌八街23號1樓,,,,,,,,,,,
464,桃園市,聯生中醫診所,0,30,0,0,0,0,0,0,0,0,0,0,2023-02-09 11:12:49,是,是,,是,是,03-2115634,桃園市龜山區文昌一街 5號1樓,,,,,,,,,,,
465,桃園市,杏恩中醫診所,0,0,0,0,0,0,0,5,0,0,0,0,2023-02-09 11:11:24,是,是,,是,是,03-425-1129,桃園市中壢區中美路2段150號1樓,,,,,,,,,,,
466,桃園市,蕙辰中醫診所,0,0,0,0,0,0,52,0,0,0,0,0,2023-02-09 11:01:09,是,是,,是,是,03-4351397,桃園市中壢區普忠路233號,,,,,,,,,,,
467,桃園市,宜康中醫診所,0,0,0,0,0,0,2,0,0,0,0,0,2023-02-08 14:12:22,是,是,,是,是,03-461-5129,桃園市中壢區忠孝路164號,,,,,,,,,,,
468,桃園市,明醫中醫診所,0,0,0,0,0,80,0,0,0,0,0,0,2023-02-08 13:57:13,是,是,,是,是,03-4250191,桃園市中壢區中山路54號,,,,,,,,,,,
469,桃園市,澄美中醫診所,0,0,0,0,50,0,0,0,0,0,0,0,2023-02-08 13:22:34,是,是,,是,是,03-4636100,桃園市中壢區福德路64號1樓,,,,,,,,,,,
470,桃園市,振興中醫診所,0,0,0,0,0,0,10,15,0,0,0,0,2023-02-08 07:56:00,是,是,是,是,是,03-3866987,桃園市觀音區大觀路一段512號,,,,,,,,,,,
471,桃園市,青田中醫診所,0,0,0,0,0,40,40,0,0,0,0,0,2023-02-08 11:15:08,是,是,,是,是,03-4596000,桃園市中壢區中山路54號,,,,,,,,,,,
472,桃園市,鄭建祥中醫診所,15,0,0,0,0,0,5,0,0,0,1,0,2023-02-08 11:04:55,是,,,是,是,03-2207372,桃園市桃園區國際路一段1040號,,,,,,,,,,,
473,桃園市,永康中醫診所,25,4,0,0,0,18,0,0,0,0,0,0,2023-02-07 09:30:30,是,是,是,是,是,03-3217976,桃園市蘆竹區南崁路70號1樓,,,,,,,,,,,
474,桃園市,同德中醫診所,0,0,0,0,0,1,10,0,0,0,0,0,2023-02-07 11:00:26,是,是,,是,是,03-466-4331,桃園市中壢區龍昌路475號,,,,,,,,,,,
475,桃園市,康綸中醫診所,0,0,0,0,0,0,0,0,10,0,2,0,2023-02-07 10:49:16,是,是,是,是,是,03-383-5882,桃園市大園區果林路223號,,,,,,,,,,,
476,桃園市,德馨中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-06 16:57:31,是,是,,是,是,03-3712988,桃園市桃園區桃鶯路186-1號,,,,,,,,,,,
477,桃園市,一品堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-06 16:16:41,是,是,是,是,是,03-4952000,桃園市平鎮區延平路二段91號1樓,,,,,,,,,,,
478,桃園市,龍潭竹善堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-06 14:21:14,是,是,,,是,03-4807333,桃園市龍潭區北龍路２７５號１樓,,,,,,,,,,,
479,桃園市,品鈞中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-06 14:20:14,是,是,,,是,03-2227007,桃園市蘆竹區中正路255號2樓,,,,,,,,,,,
480,桃園市,翊展中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-04 17:13:28,是,是,,是,是,03-4681187,桃園市中壢區龍岡路一段215號1樓,,,,,,,,,,,
481,桃園市,漢醫中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-03 14:18:37,是,是,,是,是,03-3313551,桃園市桃園區復興路405號,,,,,,,,,,,
482,桃園市,誠泰中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-31 21:03:24,是,是,,是,是,03-4360155,桃園市中壢區中山東路四段94及96號1樓,,,,,,,,,,,
483,桃園市,華泰中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-27 17:14:44,是,是,,是,是,03-4287711,桃園市中壢區健行路153-1號,,,,,,,,,,,
484,桃園市,恩禾中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-23 10:53:48,是,是,,是,是,03-3351509,桃園市桃園區鎮撫街160號,,,,,,,,,,,
485,桃園市,衛生福利部桃園醫院,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-3699721,桃園市桃園區中山路1492號,,,,,,,,,,,
486,桃園市,衛生福利部桃園醫院新屋分院,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4971989,桃園市新屋區新屋村新福二路六號,,,,,,,,,,,
487,桃園市,林口長庚紀念醫院,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-3281200#3550,桃園市龜山區復興街5號,,,,,,,,,,,
488,桃園市,桃園長庚紀念醫院,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,"0975-360763,03-3196200#2659",桃園市龜山區舊路村頂湖路123號,,,,,,,,,,,
489,桃園市,聯新國際醫院,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4941234#66210,桃園市平鎮區廣泰路77號,,,,,,,,,,,
490,桃園市,仁愛中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-3351036,桃園市桃園區中山路28號,,,,,,,,,,,
491,桃園市,上德中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-3371636,桃園市桃園區成功路二段30號,,,,,,,,,,,
492,桃園市,仁心堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-3358680,桃園市桃園區中山北路96號,,,,,,,,,,,
493,桃園市,同安中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-3252087,桃園市桃園區同安街366號,,,,,,,,,,,
494,桃園市,辰軒中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-3467333,桃園市桃園區南平路302之1號2樓,,,,,,,,,,,
495,桃園市,芳禾中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-3333105,桃園市桃園區成功路二段82號1樓,,,,,,,,,,,
496,桃園市,震天堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4667500,桃園市中壢區中山東路2段29號,,,,,,,,,,,
497,桃園市,陳君隆中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4562008,桃園市中壢區莒光路27號1樓,,,,,,,,,,,
498,桃園市,松柏中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4378820,桃園市中壢區中山東路2段 187號1樓,,,,,,,,,,,
499,桃園市,羅明江中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4618286,桃園市中壢區環北路155號1樓,,,,,,,,,,,
500,桃園市,內壢仁心堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4555253,桃園市中壢區仁愛路11號,,,,,,,,,,,
501,桃園市,仁人堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4227990,桃園市中壢區中山路202號1樓,,,,,,,,,,,
502,桃園市,永勝中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4315557,桃園市楊梅區四維二路139號,,,,,,,,,,,
503,桃園市,青埔悅兒親子中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-2875302,桃園市大園區高鐵南路一段121號,,,,,,,,,,,
504,桃園市,悅兒親子中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-3271368,桃園市龜山區文化一路10巷26號,,,,,,,,,,,
505,桃園市,樂山中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-3599790,桃園市龜山區萬壽路二段 1088號1樓,,,,,,,,,,,
506,桃園市,國輝中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-3620770,桃園市八德區廣豐路175號,,,,,,,,,,,
507,桃園市,仁安堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-2182000,桃園市八德區介壽路一段811號,,,,,,,,,,,
508,桃園市,安聲中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4803913,桃園市龍潭區中正路171號,,,,,,,,,,,
509,桃園市,恩典中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4891513,桃園市龍潭區中正路312號1樓,,,,,,,,,,,
510,桃園市,恩惠中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4891513,桃園市龍潭區中正路312號1樓,,,,,,,,,,,
511,桃園市,惠鼎中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-466-2247,桃園市中壢區龍東路98號,,,,,,,,,,,
512,桃園市,大川中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-378-1231,桃園市桃園區宏昌八街136號1樓,,,,,,,,,,,
513,桃園市,成美中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-401-4733,桃園市平鎮區廣德街22號,,,,,,,,,,,
514,桃園市,方濟中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4562968,桃園市中壢區中山東路三段246號,,,,,,,,,,,
515,桃園市,真如堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-385-6660,桃園市大園區大觀路4號1樓,,,,,,,,,,,
516,桃園市,文青堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-318-7018,桃園市龜山區文青二路7號1樓,,,,,,,,,,,
517,桃園市,華堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-3329617,桃園市桃園區永安路379號1樓,,,,,,,,,,,
518,桃園市,天莘中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-3522642,桃園市蘆竹區南崁路336號,,,,,,,,,,,
519,桃園市,宏壽中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4925045,桃園市中壢區中山路449號,,,,,,,,,,,
520,桃園市,仁和堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4368265,桃園市中壢區中山東路3段111號,,,,,,,,,,,
521,桃園市,國元中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-3168161,桃園市桃園區慈文路197號,,,,,,,,,,,
522,桃園市,弘安堂中醫聯合診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-2853939,桃園市中壢區莊敬路151號,,,,,,,,,,,
523,桃園市,大安中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-3391835,桃園市桃園區中正路449號1樓,,,,,,,,,,,
524,桃園市,中壢竹善堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4229933,桃園市中壢區中央西路一段39.41.43號2樓,,,,,,,,,,,
525,桃園市,光隆中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4016505,桃園市中壢區中央西路2段39號,,,,,,,,,,,
526,桃園市,新隆中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4551486,桃園市中壢區福德路12號1、2樓,,,,,,,,,,,
527,桃園市,聖鶴堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-4551199,桃園市中壢區榮民路１７１號１樓,,,,,,,,,,,
528,桃園市,陽明中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-3345062,桃園市桃園區鎮撫街50號,,,,,,,,,,,
529,桃園市,廣欣中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-318-5199,桃園市龜山區文化三路68號1樓,,,,,,,,,,,
530,桃園市,仁心中醫聯合診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-499-2486,桃園市龍潭區東龍路180號,,,,,,,,,,,
531,新竹市,科理中醫診所,80,40,0,0,0,0,0,0,0,0,0,0,2023-02-09 12:10:57,是,是,,是,是,03-5624128,新竹市東區東南街140號,,,,,,,,,,,
532,新竹市,聖堯中醫診所,0,0,0,0,0,368,32,0,0,0,18,0,2023-02-09 12:08:30,是,是,,是,是,03-5409791,新竹市北區武陵路65號,,,,,,,,,,,
533,新竹市,秀善中醫診所,0,8,0,0,10,26,16,0,0,0,10,0,2023-02-09 09:55:43,是,是,是,是,是,03-5245693,新竹市東區西門街223號,,,,,,,,,,,
534,新竹市,惠生中醫診所,0,0,40,0,0,0,20,0,60,0,10,0,2023-02-09 09:49:16,是,是,是,是,是,03-5250905,新竹市北區北新街125號,,,,,,,,,,,
535,新竹市,蔡宗璟中醫診所,0,0,0,40,0,0,0,0,0,0,0,0,2023-02-09 09:34:56,是,,,是,是,03-5233618,新竹市中正路72號,,,,,,,,,,,
536,新竹市,元安中醫診所,0,0,0,0,5,4,20,0,0,0,3,0,2023-02-09 08:35:59,是,是,,是,是,03-5628567,新竹市東區食品路448號,,,,,,,,,,,
537,新竹市,仁愛中醫診所,0,35,0,0,55,0,0,0,0,0,0,0,2023-02-09 08:20:01,是,是,,是,是,03-5260150,新竹市林森路310號,,,,,,,,,,,
538,新竹市,漢華中醫診所,0,0,0,0,0,0,5,0,0,3,0,0,2023-02-09 11:04:31,是,是,,是,是,03-5626761,新竹市東區南大路110之1號,,,,,,,,,,,
539,新竹市,李思慧中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-09 10:40:26,是,,是,是,是,03-5786169,新竹市光復路一段256號,,,,,,,,,,,
540,新竹市,真澄中醫診所,0,0,0,50,0,100,0,0,0,0,0,0,2023-02-09 10:36:24,是,是,是,是,是,03-5332833,新竹市東區復中里民權路169號,,,,,,,,,,,
541,新竹市,騏佑中醫診所,0,1,0,0,150,100,0,0,0,0,0,0,2023-02-09 10:12:14,是,是,,是,是,03-5612333,新竹市西大路69號,,,,,,,,,,,
542,新竹市,常榮中醫診所,0,0,0,0,0,78,0,0,0,0,0,0,2023-02-08 21:09:11,是,是,是,是,是,03-5262080,新竹市中山路273號,,,,,,,,,,,
543,新竹市,常春中醫診所,0,0,0,0,0,188,0,0,0,0,0,0,2023-02-08 20:28:44,是,是,是,是,是,03-5627181,新竹市東區南大路362號,,,,,,,,,,,
544,新竹市,和杏中醫診所,0,0,0,0,0,8,1,0,0,0,0,0,2023-02-08 19:47:24,是,是,,是,是,03-5679102,新竹市東區光復路一段561號,,,,,,,,,,,
545,新竹市,保順中醫診所,0,5,0,0,0,99,0,0,0,0,5,0,2023-02-08 16:12:55,是,是,,是,是,03-5780421,新竹市東區光復路一段181號,,,,,,,,,,,
546,新竹市,詹台杰中醫診所,0,0,0,0,0,50,0,0,0,0,5,0,2023-02-08 15:11:57,是,是,是,是,是,03-5333560,新竹市東區中央路182號2樓,,,,,,,,,,,
547,新竹市,慶仁眼科內科中醫診所,0,15,0,30,0,0,0,0,0,0,30,0,2023-02-08 14:19:22,是,是,是,是,是,03-5257811,新竹市東區中華路二段381號,,,,,,,,,,,
548,新竹市,同安堂中醫診所,6,0,0,0,0,0,0,0,0,0,0,0,2023-02-08 13:29:00,是,是,,是,是,03-5408683,新竹市北區武陵路92號,,,,,,,,,,,
549,新竹市,陳彥吉中醫診所,0,0,0,0,30,0,0,0,0,0,0,0,2023-02-08 09:13:52,是,是,,是,是,03-5283327,新竹市北區四維路36號,,,,,,,,,,,
550,新竹市,琉璃光中醫診所,0,0,0,0,0,20,10,0,0,0,0,0,2023-02-07 19:11:36,是,是,是,是,是,03-5615605,新竹市東區南大路93-1號,,,,,,,,,,,
551,新竹市,嘉心堂中醫診所,0,0,0,0,0,12,0,0,0,0,0,0,2023-02-07 12:50:44,是,是,,是,是,03-5353680,新竹市北區湳雅街176號,,,,,,,,,,,
552,新竹市,晉業中醫診所,0,0,0,5,0,0,8,0,0,0,0,0,2023-02-07 11:23:54,是,是,,是,是,03-5633907,新竹市東區新莊街13號,,,,,,,,,,,
553,新竹市,勻品中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-06 15:26:20,是,是,,是,是,03-5620572,新竹市東區寺前里南大路372號1樓,,,,,,,,,,,
554,新竹市,大同中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-02 20:26:55,是,是,,是,是,03-5335185,新竹市東區民族路255號,,,,,,,,,,,
555,新竹市,仁濟中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-02 20:02:48,是,是,,是,是,03-5726050,新竹市東區建功一路91號,,,,,,,,,,,
556,新竹市,仁和堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-02 19:32:20,是,是,,是,是,03-5335193,新竹市東區經國路一段702號,,,,,,,,,,,
557,新竹市,李如英中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-30 09:41:15,是,是,,是,是,03-5238090,新竹市東區中山路32號,,,,,,,,,,,
558,新竹市,宜森中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-30 08:29:25,是,,,,是,03-5353273,新竹市北區金竹路126號1樓,,,,,,,,,,,
559,新竹市,聯樺中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-5748949,新竹市東區建中一路10號,,,,,,,,,,,
560,新竹市,劉中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-5775623,新竹市東區光復路一段314號,,,,,,,,,,,
561,新竹市,華信中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-5428008,新竹市東區中央路301號,,,,,,,,,,,
562,新竹市,華陽中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-5748061,新竹市東區建功一路133號,,,,,,,,,,,
563,新竹市,丞太中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-5332186,新竹市東區民權路49號,,,,,,,,,,,
564,新竹市,上明中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-5679099,新竹市東區光復路一段266號,,,,,,,,,,,
565,新竹市,慶暉中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-5725007,新竹市東區食品路181號,,,,,,,,,,,
566,新竹市,進安中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-5226655,新竹市東區中華路二段574號,,,,,,,,,,,
567,新竹市,陳俊麟中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-5738080,新竹市東區東光路45號,,,,,,,,,,,
568,新竹市,益元堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,03-5321890,新竹市東區文化街78號,,,,,,,,,,,
